0,1,idQ,idA
can you explain details about linking my account to payme app,How do I add an account to PayMe,1423,68
connect my citi bank account to payme. how to do it,How do I add an account to PayMe,816,68
check process for connecting my account to payme,How do I add an account to PayMe,1786,68
add bank account to my payme app,How do I add an account to PayMe,2824,68
how to link citi bank account to payme,How do I add an account to PayMe,1621,68
what can i do if i want to link my account to payme,How do I add an account to PayMe,238,68
i am trying to connect my payme to my hkd saving account,How do I add an account to PayMe,1140,68
i tried to connect my hsbc bank account to payme app,How do I add an account to PayMe,374,68
i can set to transfer 123 limit from my account to payme app,How do I change my PayMe limit,2115,41
how can i raise transfer limit from hsbc credit card to payme,How do I change my PayMe limit,2190,41
I want to change the payme limit but failed to find the botton.,How do I change my PayMe limit,2470,41
can i set 123 limit to top up on payme,How do I change my PayMe limit,1634,41
how can i change limit of payme,How do I change my PayMe limit,2445,41
change my payme account limit,How do I change my PayMe limit,190,41
how do i modify payme card top up limit,How do I change my PayMe limit,1017,41
can i set 235 limit on the amount of monthly transaction on payme when i link to one of my hsbc account,How do I change my PayMe limit,626,41
i don't know how to change limit in payme. can you tell me how,How do I change my PayMe limit,3097,41
whether you can help me for payme top up limit change,How do I change my PayMe limit,359,41
can you show me what i should do to change payme limit,How do I change my PayMe limit,2839,41
how to set transfer limit in payme,How do I change my PayMe limit,1374,41
maybe. i notice i can only send 123 limited amount of money via payme. is there 123 way i can increase that,How do I change my PayMe limit,1476,41
change limit in payme to receive money from my friend. what can i do,How do I change my PayMe limit,3268,41
can i change receive limit of payme,How do I change my PayMe limit,1967,41
how to cash withdraw from my payme account,How do I transfer money from PayMe to my bank account,2468,27
how do i transfer from payme to hsbc account,How do I transfer money from PayMe to my bank account,2582,27
how can i fund out my money from payme,How do I transfer money from PayMe to my bank account,1046,27
"when i receive money on payme account, can i transfer money to my current account",How do I transfer money from PayMe to my bank account,3350,27
"if money in payme account, can i transfer it to my saving account",How do I transfer money from PayMe to my bank account,134,27
cash out from payme. can you tell me how,How do I transfer money from PayMe to my bank account,3355,27
can i transfer fund from payme wallet back to my bank account,How do I transfer money from PayMe to my bank account,1942,27
i have hkd 2500 in my payme account. want to fund out now,How do I transfer money from PayMe to my bank account,2171,27
steps of payme fund out,How do I transfer money from PayMe to my bank account,2453,27
"I mearnt if somebody gave me money, iit has already credited into my payme , how can I transfer this money to my HSBC account?",How do I transfer money from PayMe to my bank account,2687,27
steps to help me fund out to my bank account from payme,How do I transfer money from PayMe to my bank account,1049,27
draw my cash withdraw from payme return my saving account,How do I transfer money from PayMe to my bank account,308,27
send all money inside my payme to my bank account. can you do that,How do I transfer money from PayMe to my bank account,496,27
i have some payme question. want to contact payme group,How to contact PayMe Customer Services,2101,4
i want to talk to a staff for my PayMe account,How to contact PayMe Customer Services,2495,4
"if you cannot handle question, please provide contact of payme group",How to contact PayMe Customer Services,985,4
which department can solve my payme problem,How to contact PayMe Customer Services,903,4
whether any other methods i can contact payme group,How to contact PayMe Customer Services,32,4
how can i increase transfer to account limit on payme,How to increase sending or receiving limit for my PayMe,841,56
whether i can increase my payme account send limit by myself,How to increase sending or receiving limit for my PayMe,736,56
step of increasing payme send limit,How to increase sending or receiving limit for my PayMe,964,56
set my payme account send limit more,How to increase sending or receiving limit for my PayMe,2986,56
my friend pay me 123 large amount via payme. can i increase receive limit,How to increase sending or receiving limit for my PayMe,2346,56
I think the payme sending limit is too low and want to increase it.,How to increase sending or receiving limit for my PayMe,263,56
receive payment sent by payme. how can i increase relevant limit,How to increase sending or receiving limit for my PayMe,1736,56
can you tell me how can i increase my payme account top up limit,How to increase top up limit for my PayMe,929,19
it is not for me to top before payme. can you tell me how to increase it,How to increase top up limit for my PayMe,3056,19
my payme account top up limit is quite low. please help me to increase it,How to increase top up limit for my PayMe,2677,19
how can i increase top up maximum of hk 2000 by credit card every month in payme,How to increase top up limit for my PayMe,1774,19
steps of enhance payme top up limit,How to increase top up limit for my PayMe,2535,19
can i increase my payme top up limit,How to increase top up limit for my PayMe,3249,19
whether payme top up limit can be increaseed to 10000,How to increase top up limit for my PayMe,3381,19
enhance my payme top up limit from 123 to 234,How to increase top up limit for my PayMe,1660,19
how can i pay to my friend with payme app,How to pay with PayMe,2615,18
i want to pay to my friend by payme. please tell me how do it,How to pay with PayMe,2607,18
please provide steps of paying to my friend with payme,How to pay with PayMe,1029,18
whether you can give me some advise about paying with payme,How to pay with PayMe,1273,18
"when i go to bank account to check, it says bank account is not supported by payme",What types of accounts can I add to PayMe,483,42
can you show me account type of hsbc for adding to payme app,What types of accounts can I add to PayMe,2693,42
which type of account can be added to payme service,What types of accounts can I add to PayMe,431,42
i have hsbc joint bank account. but when i try to connect it to payme it says bank account is not support by payme,What types of accounts can I add to PayMe,591,42
can i add my saving account to payme as regular account,What types of accounts can I add to PayMe,767,42
bank ac. account cannot added to payme right now. please try again,What types of accounts can I add to PayMe,3302,42
payme says bank account is not supporting,What types of accounts can I add to PayMe,1537,42
"but when i add my account to payme system, feedback cannot link to my payme account",What types of accounts can I add to PayMe,1940,42
"hello this is what i did, but answer was ""this account is not supported by Payme""",What types of accounts can I add to PayMe,2822,42
account is not supported by payme,What types of accounts can I add to PayMe,2415,42
first time it says bank of china account cannot be added to payme as top up origin,What types of accounts can I add to PayMe,443,42
try to add bank account to payme but it says bank account is not supporting payme,What types of accounts can I add to PayMe,2983,42
payme app show that bank account is not supported by payme,What types of accounts can I add to PayMe,1644,42
it says bank of china account cannot be added to payme as top up origin,What types of accounts can I add to PayMe,611,42
joint account is fine to use payme service,What types of accounts can I add to PayMe,2649,42
but payme app have mistake message that indicates my bank account is not supported by payme,What types of accounts can I add to PayMe,330,42
i just install payme app. i cannot add my bank account try a few times but it shows cannot link,What types of accounts can I add to PayMe,1879,42
i am trying to set up payme but have trouble adding my hsbc bank account,What types of accounts can I add to PayMe,2224,42
i cannot link my bank account to payme app,What types of accounts can I add to PayMe,1138,42
you mean inter-bank credit card can add to payme,What types of credit cards can I add to PayMe,2087,43
both visa mastercard credit card can add for using payme service,What types of credit cards can I add to PayMe,3246,43
whether unionpay credit card ok to add to payme app for use,What types of credit cards can I add to PayMe,683,43
can you tell me why my visacard failed to add to payme,What types of credit cards can I add to PayMe,1584,43
can i use other inter-bank credit card to top up at payme,What types of credit cards can I add to PayMe,1443,43
confirm whether all hk credit card can add to payme,What types of credit cards can I add to PayMe,3386,43
whether hsbc use bank account to top up payme. can i set up maximum limit for transfer,What's the maximum limit for my PayMe,2790,2
any credit limit when using payme service,What's the maximum limit for my PayMe,3086,2
how can i check maximum limit of my payme account,What's the maximum limit for my PayMe,2203,2
i know that there is 123 maximum limit for internet banking. is it the same payme,What's the maximum limit for my PayMe,991,2
whether there is 123 maximum credit limit when i use payme service,What's the maximum limit for my PayMe,222,2
check maximum limit of payme before using it,What's the maximum limit for my PayMe,1901,2
payme tell me already reach maximum limit but i still want to know limit detail,What's the maximum limit for my PayMe,715,2
use other bank account to link up payme. is there any transfer limit?,What's the maximum limit for my PayMe,1994,2
check if any limit when using payme service,What's the maximum limit for my PayMe,1667,2
"my reward of selection types is wrong, can I change it?",Can I change my 'Rewards of Your Choice' spending categories,556,24
how to change to Rewards of Choice,Can I change my 'Rewards of Your Choice' spending categories,967,24
check how can I update my hot rewards of hsbc choice,Can I change my 'Rewards of Your Choice' spending categories,725,24
change my reward cash of my choice,Can I change my 'Rewards of Your Choice' spending categories,3169,24
to different types of expense to earn extra reward cash,Can I change my 'Rewards of Your Choice' spending categories,1561,24
how to know my reward points of my visacard,Check RewardCash balance,1036,28
check how much reward cash that I have,Check RewardCash balance,368,28
additional card user is there a way for me to see reward point?,Check RewardCash balance,1576,28
I am trying to access my reward cash check my point,Check RewardCash balance,1058,28
can I ask how to check my reward points in pib,Check RewardCash balance,2737,28
check my reward points,Check RewardCash balance,628,28
can i show my rewardcash balance i can choose? how much point to deduct?,Check RewardCash balance,1518,28
check how much points i must redeem for my credit card,Check RewardCash balance,595,28
how do i check my credit card reward points,Check RewardCash balance,117,28
how do i know my rewardcash amount,Check RewardCash balance,2676,28
know where i can see the amount of rewardcash i currently have,Check RewardCash balance,3215,28
how can i view my mileage reward points on my hsbc credit card,Check RewardCash balance,1971,28
how do I check what reward cash balance is,Check RewardCash balance,1673,28
i still have some reward points for my advance card,Check RewardCash balance,110,28
how to review my card reward point,Check RewardCash balance,2109,28
how can i find my credit card reward points,Check RewardCash balance,918,28
how to check my no. of rewards via internet banking,Check RewardCash balance,1627,28
where can I check my reward cash balance,Check RewardCash balance,2862,28
how do I know how much reward cash I have before clicking the redemption,Check RewardCash balance,3313,28
i am trying to figure out how much rewardcash i currently must redeem,Check RewardCash balance,1442,28
please advice where to check my credit card rewards points,Check RewardCash balance,260,28
"Thank you, check where in dashboard I can find my reward cash",Check RewardCash balance,2666,28
check my reward point,Check RewardCash balance,1179,28
how do I access my hsbc credit card rewards find my points balance,Check RewardCash balance,386,28
how do I find what my credit card rewards points are,Check RewardCash balance,136,28
I can't seem to find where rewards point are by pib,Check RewardCash balance,235,28
can I check my reward cash balance online,Check RewardCash balance,690,28
want to find about my rewardcash points in my credit card,Check RewardCash balance,1880,28
know how much reward cash I have earned,Check RewardCash balance,3263,28
allow me to check my rewards point will get back to hsbc,Check RewardCash balance,91,28
check my rewardcash balance,Check RewardCash balance,2620,28
just wonder how to check rewar points,Check RewardCash balance,811,28
how to find my reward dollar,Check RewardCash balance,85,28
how do I find where is my rewards points,Check RewardCash balance,1876,28
how to see rewards points,Check RewardCash balance,2308,28
how do i check my rewardcash for credit card online,Check RewardCash balance,2078,28
please say again how I may check my reward points online,Check RewardCash balance,115,28
how do I see my reward cash balance spend it,Check RewardCash balance,230,28
where can i see my rewardcash credit online,Check RewardCash balance,1568,28
want check my reward cash,Check RewardCash balance,1101,28
how to know my reward points,Check RewardCash balance,1938,28
